0,9 liter	@quart
perang salib	@crusade	<br>@holy war
perangsang	@incentive
perangsangan	@stimulative
perangsang penanaman modal	@investment allowance
perangsang/pengegar	@fillip
perang saudara	@Civil War
perang tanding	@affair of honor	<br>@fight hand to hand	<br>@fought hand to hand	<br>@single combat	<br>@fighting hand to hand
perang tawaran	@wage war
perang terbuka	@open war
perang urat-saraf	@psy-war
perang urat syaraf	@psywar
perang ward	@arah
per annum	@tiap tahun
perannun	@pe
peran panjang	@architrave
peran penting	@key position
peran resmi	@official roles
perantara	@conciliator	<br>@middle-man	<br>@intermediary	<br>@broker	<br>@intercession
perantara dalam negeri	@domestic broker
perantara dalam perdagan saham	@stock broker
perantara jual beli rumah dan tanah	@estate agent
perantara keuangan	@financial intermediaries	<br>@treasury dealer
perantara luar negeri	@foreign broker	<br>@overseas broker
perantara moneter	@monetary internediaties	<br>@monetary intermediaties
peranti gandengan muatan	@charge coupled device
peranti laser	@laser device
peranti ledak	@directional charge
peranti-ledak tangkai-sapu	@broomstick charge
peranti mikrogelombang	@microwave device
peranti paduan	@fusion devices
peranti plasma ganda	@double plasma device
peranti semikonduktor oksida-logam	@metal oxide semiconductor device
peran yang jelas	@defined role
perapian	@fireplace	<br>@hearth
perarakan orang berkuda	@cavalcade
perasa	@sensuous	<br>@sense of feeling
perasaan	@sensibility	<br>@sentiment
perasaan akibat obat bius	@psychedelic
perasaan aman	@safeness
perasaan amarah	@indignation
perasaan anda	@how you feel
perasaan bersalah	@searchings of heart
perasaan bosan	@ennui
perasaan diri	@self-sentiment
perasaan geli	@tingling
perasaan halus	@sentimentality
perasaan hampir gila	@being out of control
perasaan kasihsayang	@mercy in
perasaan lesu karena panas	@heat prostration
perasaan malu	@shyness	<br>@sheepishness	<br>@ashamedness
perasaan mendalam	@fixation
perasaan puas	@complacence
perasaan sakit	@ail sense
perasaan sakit hati	@embitterment
perasaan sangat gembira	@ecstasy
perasaan sedih karena gagal	@chagrin
perasaan sosial	@public spirit
perasaan tidak enak	@bad feeling
perasaan was-was	@misgiving
perasaan yang ada	@the feeling that people have
perasaan yang mendalam	@deepness in feeling
perasaan yang tidak terungkapkan	@unexpressed feelings
perasa pada lidah	@taste bud
perasialan	@racialization
perata	@leveller
perataan suhu	@equalization of temperature
perataan tekanan	@equalisation of pressure
perata-arus busur	@arc-rectifier
perata arus dua fasa	@two-phase rectifier
perata arus elektron	@kenotron
perata arus/pengoreksi	@rectifier
perata-arus uap air-raksa	@mercury-vapour arc rectifier
peraturan	@regulation	<br>@ordinance	<br>@official regulations
peraturan adat	@ceremonial
peraturan baku	@institutional setting
peraturan barang berbahaya	@hazardous regulation
peraturan bumiputera	@native regulation
peraturan dari pengalaman	@rule of thumb
peraturan gelanggang	@ground rule
peraturan impor	@import regulation	<br>@import rules
peraturan istimewa yg tdk tunduk pd peraturan umum	@the special law which is not submitted to the general law
peraturan kerja	@working rule	<br>@service instruction
peraturan lalu-lintas	@rule of the road
peraturan lalu lintas	@traffic rules
peraturan lalu lintas udara	@air traffic regulation
peraturan lelang	@auction act	<br>@auction regulation
peraturan meminjamkan uang/melepaskan uang	@money lender ordinance
peraturan mengenai peburuan	@game-act (game-law)
peraturan pabean	@custom rules
peraturan pembangunan	@building regulations
peraturan pemerintah	@government regulation	<br>@government ordinance
peraturan pencegahan	@regulation on suspicion
peraturan penundangundangan	@law and regulation
peraturan peralihan	@transitory regulation
peraturan perjalanan kereta api	@service time-table
peraturan pidana	@regulation of crime
peraturan satu pintu	@one gate policy
peraturan sinyal	@signal-regulation
peraturan tanpa sangsi	@imperfect law
peraturan tentang	@rule of	<br>@regulation about
peraturan tetap	@standing orders
peraturan umum	@general law
peraturan yang melarang	@prohibition order
peraturan yang tepat	@a hard and fast rule
peraturan yang tidak dapat diubah	@hard and fast rule
peraturan yg tidak digunakan	@dead letter
perawan tua	@old maid	<br>@spinster
perawatan	@upkeed	<br>@treatment	<br>@surgery
perawatan anak	@children care
perawatan dan pemeliharaan	@care and maintenance
perawatan dokter	@doctor's surgery
perawatan frequensi tinggi	@high-frequency treatment
perawatan intensif	@intensive care
perawatan kaki	@foot care
perawatan kandungan	@obstetrical care
perawatan kemudian	@aftercare
perawatan kesehatan	@health treatment
perawatan kulit	@skin care
perawatan medik	@medical care
perawatan medis	@medical treatment	<br>@medicare
perawatan secara klinis	@clinical treatment
perawatan tangan	@hand care
perawatan terencana	@planned maintenance
perawat gelanggang olah raga	@groundskeeper
perawat kunjung	@district nurse
perawat lapangan atletik	@ground-keeper
perawat masa percobaan	@probationer
perayaan	@festivity	<br>@celebration
perayaan 400 tahun	@quatercentenary
perayaan pengenalan	@recognition event
[perayaan/suka ria]	@rejoicings
perayaan ultah ke duaratus	@bicentenary
perayap	@creeper	<br>@crawler
perayu	@woer	<br>@philanderer
perbaikan	@emendation	<br>@melioration	<br>@remedical	<br>@amelioration	<br>@betterment	<br>@reparation
perbaikan dan pemeliharaan	@repair and maintenance
perbaikan di atas dok	@floating repair	<br>@docking repair
perbaikan diri	@selfimprovement
perbaikan jalan	@roadwork
perbaikan ketel	@repair of boiler
perbaikan luar biasa	@extra ordinary repairs
perbaikan prestasi	@correction of performance
perbaikan sementara	@temporary service
perbaikan televisi	@television repair
perbaikan telex	@telex repair
perbaikan terakhir	@finishing stroke
perban	@bandage
perbandingan	@ratio	<br>@comparison
perbandingan antar perusahaan	@inter firm comparison
perbandingan-bobot	@weight ratio
perbandingan-campur	@ratio of mixture
perbandingan ekspansi	@expansion ratio
perbandingan frekwensi	@ratio of frequency
perbandingan gulungan	@ratio of turns
perbandingan hubungan singkat	@short-circuit ratio
perbandingan keadaan	@equation of condition
perbandingan rodagigi	@transmission multiplication
perbandingan ruang	@spatial relations
perbandingan shunt	@shunt-ratio
perbandingan tetap	@constant ratio
perbandingan transformasi	@ratio of transformation
perbandingan transmisi	@gear-ratio	<br>@ratio of gearing
perbankan	@banking
per basis	@basis per
perbatasan	@frontier	<br>@border
perbedaan	@disparity	<br>@dissimilarity	<br>@dissidence	<br>@difference	<br>@variance
perbedaan bersih	@net difference
perbedaan besar	@such a great difference
perbedaan dalam upah	@wage differentials
perbedaan fasa	@difference of phase
perbedaan hasil dari suatu badan usaha	@adverse variance
perbedaan karena tak sesuai	@contradistinction
perbedaan kurs	@rate difference
perbedaan kwantitas	@quantity difference
perbedaan potensial	@difference of potential
perbedaan tekanan	@difference of pressure
perbedaan yang nyata	@a marked difference
perbedaan yang sangat kecil	@shade of difference
perbekalan kapal	@sea store
perbekalan pasar	@market supply
perbendaharaan	@treasury
perbendaharaan lagu	@repertory
perbentengan	@castles
per besar	@mainspring
perbesaran	@magnification
perbesaran dasar	@base magnification
perbesaran lateral	@lateral magnification
perbesaran membujur	@longitudinal magnification
perbesaran tegangan	@increase of voltage
perbintangan	@astral
perbuatan	@deed
perbuatan curang	@skulduggery
perbuatan dosa	@sinning
perbuatan jahat	@malefaction	<br>@depravity	<br>@devilment
perbuatan jahat; khianat	@foul play
perbuatan kejahatan dengan perencanaan	@premeditated crime
perbuatan melanggar kesusilaan	@assault of the chasitity	<br>@assault to the chasitity
perbuatan memalukan	@scandal	<br>@scandalism
perbuatan pura-pura	@pretended action
perbuatan salah	@false step	<br>@misdoing
perbuatan tidak wajar	@perversion
perbuatan yang gagah berani	@exploid
perbudakan	@siawry	<br>@serfdom	<br>@servitude	<br>@slavery	<br>@enslavement	<br>@bondage
per bulan	@per month
perburuan yang gagal	@a wild-goose chase
perbusukan	@putrefaction
percabangan	@ramification
percabangan arus	@current-branching
percakapan	@interlocution	<br>@conversation	<br>@colloquy
percakapan dalam bahasa Inggris	@English conversation
percakapan memberi semangat	@pep talk
percakapan ramah-tamah	@table talk
percakapan seorang diri	@soliloquy
percakapan telepon jarak jauh	@long-distance telephone call
percampuran fi-omega	@phi-omega mixing
percampuran oktet-singlet	@octet-singlet mixing
percapit	@pendapata
percapita	@pendapatan
per capita	@per kapita
percapita income	@pendapatan per kapita
percaya	@trusted	<br>@believed	<br>@trust	<br>@believe	<br>@believing
percaya akan	@believe in	<br>@believed in	<br>@banking up	<br>@believing in	<br>@banked up	<br>@bank up
percaya akan sesuatu yang baik	@be sold on sth
percaya akan . yang baik	@be sold on
percaya bahwa	@believe that
percaya bahwa mereka mampu	@believe they can
[percaya;berpendapat sama]	@be of the opinion
percaya diri	@believe in themselves	<br>@beleive in themselves	<br>@selfreliant
percayakan kepada	@trust to
percaya kepada	@believed on
percaya pada	@bank on	<br>@banked on	<br>@repose on	<br>@banking on
percaya pada apa yang didengar	@believe ears	<br>@believing ears	<br>@believed ears
percaya pada gosip	@gave credence to	<br>@given credence to	<br>@giving credence to
percaya pada ucapan	@take at word
percaya sekali	@swore by
perceivable	@dapat dipahami
perceive	@merasa
perceived	@merasa
perceived noise level	@aras derau terdengar
perceiving	@merasa
per cent	@per sen
percent	@persen
percentage	@persentase
percentage depletion	@deplesi persentasi
percentage depth dose	@dosis jeluk persentase
percentage error	@galas persentase
percentage of	@persen dari
percentage of clinker	@kadar-terak
percentile	@bagian perseratus
per cent of	@per sen dari
percepatan	@velocity
percepatan Coriolis	@Coriolis acceleration
percepatan elektroda	@accelerating electrode
percepatan empat	@four acceleration
percepatan gravitasi	@gravitational acceleration	<br>@acceleration of gravity
percepatan jatuh-bebas	@acceleration of freefall
percepatan katup	@valve acceleration
percepatan Lorentz	@Lorentz acceleration
percepatan memusat	@centripetal acceleration
percepatan normal	@normal acceleration
percepatan pada mula-jalan	@starting acceleration
percepatan rata-rata	@average acceleration
percepatan sinar kosmos	@acceleration of cosmic rays
percepatan sudut	@angular acceleration
perceptibility	@keadaan dapat dimengerti
perceptible	@jelas
perceptibly	@dengan jelas
perception	@persepsi
perceptive	@lekas mengerti
perceptively	@dengan penuh pengertian
perceraian menurut hukum	@legal separation
percetakan	@printing office	<br>@case room	<br>@print shop
percetakan film	@film printing
percetapan yang dapat diatur	@adjustable gear
perch	@bertengger
perchance	@secara kebetulan
perched	@bertengger
perching	@bertengger
percik akselerasi	@acceleration jet	<br>@enriching jet
percikan	@spray	<br>@splotch
percikan diode	@diode sputtering
percikan katode	@cathode sputtering
percikan minat	@spark of interest
percikan pincang	@bias sputtering
percik multiple	@multiple jet nozzle
percipient	@dapat menangkap dengan tepat
percobaan	@probationary	<br>@experimentation	<br>@tryout	<br>@test-proof
percobaan air panas	@hot-water test
percobaan atau hasil yang bersifat khayalan	@stretch of the imagination
percobaan ayunan	@pendulum-test
percobaan-beban	@bridge test
percobaan beban	@load-test
percobaan biner spektroskopik de Sitter	@de Sitter spectroscopic binaries experiment
percobaan-bobot	@weight test
percobaan bubungan Einstein	@Einstein's lift experiment
percobaan Cavendish	@Cavendish experiment
percobaan cermin bergerak	@moving mirror experiment
percobaan Compton-Simon	@Compton-Simon experiment
percobaan Davisson-Germer	@Davisson-Germer experiment
percobaan Davisson-Germer-Thompson	@Davisson-Germer-Thompson experiment
percobaan Davy	@Davy experiment
percobaan de Sitter	@de Sitter experiment
percobaan didih	@boiling-test
percobaan Einstein-de Haas	@Einstein-de Haas experiment
percobaan eksponensial	@exponential experiment
percobaan Fizeau	@Fizeau experiment
percobaan-flensa	@flanging test
percobaan Franck-Hertz	@Franck-Hertz experiment
percobaan-garansi	@guarantee test
percobaan genting	@critical experiment
percobaan-getar	@vibration-test
percobaan hidrometer	@analysis hydrometer
percobaan hubungan singkat	@short-circuit test
percobaan indikator	@indicator-test
percobaan integral	@integral experiment
percobaan isolasi	@insulation-test
percobaan Ives dan Stilwell	@Ives and Stilwell experiment
percobaan jalan	@driving-test
percobaan jangka panjang	@long-run test
percobaan Joule Kelvin	@Joule-Kelvin experiment
percobaan kapasitas	@capacity test
percobaan kejut	@shock-test
percobaan Kennedy-Thorndike	@Kennedy and Thorndike experiment
percobaan kesetaraan massa-tenaga rampat	@general mass-energy equivalence experiment
percobaan ketel	@boiler-test
percobaan klinis	@clinical experiment
percobaan laboratorium	@laboratory experiment
percobaan Lamb-Rutherford	@Lamb-Rutherford experiment
percobaan-lantak	@upsetting-test
percobaan-las	@welding test
percobaan lengkung	@bend test	<br>@bending test
percobaan lengkung takik	@notch bending test
percobaan lenturan	@diffraction experiment
percobaan lentur bolak-balik	@alternating bending test
percobaan lentur sepuhan keras	@bending test in tempered state
percobaan lokalisasi	@localization experiment
percobaan Malmberg-Wharton	@Malmberg-Wharton experiment
percobaan mengopak	@stoking-test
percobaan-mesin	@machine testing
percobaan Michelson-Morley	@Michelson-Morley experiment
percobaan Millikan	@Millikan experiment
percobaan-pabrik	@factory test
percobaanPais-Piccioni	@Pais-Piccioni experiment
percobaan-palu	@hammer-test
percobaan-patah	@breaking test
percobaan-patah keadaan pijar	@red-heat test
percobaan-pemutusan listrik	@breaking down test
percobaan penelitian	@check test
percobaan penentuan momentum	@momentum determination experiment
percobaan/pengadilan	@trial
percobaan pengosongan-isi	@discharge test
percobaan pererasanber kecepatan tinggi	@meson decay of high velocity experiment
percobaan pijar	@heating-test
percobaan pikiran	@gedanken Experimente
percobaan poros	@test of an axle
percobaan rantai	@chain test
percobaan regang	@elongation-test
percobaan sepuh keras	@tempering test
percobaan Stern-Gerlach	@Stern-Gerlach experiment
percobaan sumber dan cermin bergerak	@moving source and mirror experimen
percobaan-takik	@notch shock test
percobaan tarik	@stretching-test	<br>@tensile-test
percobaan tegangan	@tension-test
percobaan-tekan	@compression-test
percobaan tekanan ketel	@boiler pressure test
percobaan tenaga	@out-put test
percobaan tera	@calibration-test
percobaan-tetes	@drop-test
percobaan tetes minyak Millikan	@Millikan's oil drop experiment
percobaan uap	@steam-trial	<br>@steam-test
percobaan untuk dilihat hasilnya	@testcase
percolate	@menyaring
percolated	@menyaring
percolating	@menyaring
percolating filter	@alas bakteri
percolator	@penyaring
percontohan	@sequential
percontohan acak	@random sampling
percontohan kerja	@work sampling
percontohan lapisan	@stratified sample
percontohan prestasi	@performance sampling
percontohan runtun	@sequential sampling
percrystallization	@perkristalisasi
percuma	@to no end
